"timestamp","browseMetadata","initials","metadata_version","metadata_last_updated","domain_list_desc","dataset","table","table_note"
"2024-11-27 14:23:52",2.0.1,"demo2","16.0.0","2024-03-14T17:40:57.463Z","DemoList","National Community Child Health Database (NCCHD)","CHILD","demo2"
